,property_id,property_type,region,transction_date_1,price_1,transaction_date_2,price_2,date_diff
38,111228,Single Family Dwelling,Capital,2027-06-04,935657.02,2027-07-01,938702.87,27
39,111751,Condo,Metro Vancouver,2026-04-24,1013714.42,2026-10-03,1026690.54,162
40,112328,Condo,Metro Vancouver,2025-04-05,1437799.08,2025-05-07,1443794.28,32
41,112674,Single Family Dwelling,Metro Vancouver,2026-03-29,1075592.8,2026-09-06,1077602.56,161
42,113172,Condo,Metro Vancouver,2026-08-03,1203017.05,2026-08-03,1203017.05,0
43,113194,Condo,Metro Vancouver,2026-11-16,1857311.22,2027-05-03,1934115.56,168
44,114000,Condo,Metro Vancouver,2028-10-08,1413198.82,2028-12-13,1421016.25,66
45,114450,Condo,Fraser Valley,2029-04-17,813304.24,2029-06-10,817827.26,54
46,114749,Townhouse,Metro Vancouver,2025-07-16,1262916.84,2025-12-27,1288455.78,164
47,114924,Condo,Metro Vancouver,2024-06-24,576597.18,2024-08-28,581948.66,65
48,115435,Townhouse,Metro Vancouver,2022-11-27,1863759.08,2022-12-19,1872195.17,22
49,115786,Townhouse,Metro Vancouver,2024-12-15,811966.11,2025-05-28,832266.94,164
50,116147,Townhouse,Metro Vancouver,2024-08-01,1935477.48,2025-01-12,2007649.54,164
51,116370,Single Family Dwelling,Metro Vancouver,2029-04-25,2145502.35,2029-10-07,2181361.87,165
52,116937,Single Family Dwelling,Thompson-Nicola,2021-07-07,772483.95,2021-10-05,785511.33,90
53,117270,Condo,Central Okanagan,2021-11-18,491902.44,2022-03-10,500935.33,112
54,117637,Townhouse,Metro Vancouver,2027-01-20,1107609.93,2027-02-26,1110962.65,37
55,117719,Single Family Dwelling,Metro Vancouver,2021-03-15,1125382.35,2021-05-24,1133356.44,70
56,117834,Townhouse,Thompson-Nicola,2028-05-09,803797.14,2028-06-12,806927.84,34
57,117891,Single Family Dwelling,Metro Vancouver,2028-10-18,1900872.6,2029-02-07,1938969.87,112
58,117919,Townhouse,Capital,2020-04-01,1109672.43,2020-07-18,1138128.54,108
59,117923,Single Family Dwelling,Cappital,2020-06-17,520663.73,2020-07-12,522948.34,25
60,118140,Condo,Capital,2029-08-15,1330849.28,2029-10-19,1343465.22,65
61,118714,Single Family Dwelling,Thompson-Nicola,2024-07-24,872076.27,2024-11-03,886276.19,102
62,118824,Single Family Dwelling,Metro Vancouver,2022-02-23,947620.48,2022-04-17,954514.76,53
63,119149,Condo,Metro Vancouver,2028-12-12,571940.11,2029-04-12,587165.54,121
64,119526,Townhouse,Capital,2024-05-20,1170914.88,2024-10-11,1185372.54,144
65,120030,Condo,Metro Vancouver,2028-01-21,795825.06,2028-03-27,800733.8,66
66,120161,Single Family Dwelling,Metro Vancouver,2029-03-24,2082061.29,2029-07-10,2114185.21,108
67,120671,Townhouse,Metro Vancouver,2024-12-17,1126636.96,2025-04-09,1152180.7,113
68,120672,Townhouse,Thompson-Nicola,2026-05-13,1259304.04,2026-05-25,1262756.63,12
69,120692,Single Family Dwelling,Metro Vancouver,2029-05-30,2178707.15,2029-08-25,2218527.3,87
70,120858,Condo,Metro Vancouver,2022-04-29,809245.14,2022-06-25,813101.87,57
71,121092,Condo,Metro Vancouver,2027-12-28,1146842.84,2028-02-09,1154230.1,43
72,121729,Condo,Thompson-Nicola,2028-06-08,804716.87,2028-08-13,809412.98,66
73,121813,Townhouse,Metro Vancouver,2023-11-28,1550695.88,2024-04-17,1592405.59,141
74,122042,Condo,Metro Vancouver,2025-03-11,878743.56,2025-07-14,893776.02,125
75,122331,Condo,Central Okanagan,2028-12-18,749538.36,2029-05-27,767400.08,160
76,123105,Condo,Nanaimo,2028-08-27,1654817.61,2028-12-17,1684714.2,112
77,123112,Condo,Metro Vancouver,2026-09-10,1563628.45,2027-01-17,1605791.98,129
78,123833,Townhouse,Metro Vancouver,2025-01-21,1385584.31,2025-06-01,1426042.81,131
79,123906,Townhouse,Thompson-Nicola,2023-12-01,856642.12,2024-01-12,863744.75,42
80,124146,Single Family Dwelling,Metro Vancouver,2024-03-10,1365975.74,2024-07-17,1404896.92,129
81,124427,Condo,Metro Vancouver,2029-04-03,1832514.88,2029-08-03,1853303.62,122
82,124611,Single Family Dwelling,Metro Vancouver,2027-04-02,1646161.92,2027-06-23,1659781.61,82
83,125319,Townhouse,Metro Vancouver,2022-07-26,907128.94,2022-08-10,908903.63,15
84,125322,Townhorse,Metro Vancouver,2024-08-25,1535303.0,2024-09-30,1546001.17,36
85,125973,Townhouse,Cappital,2023-03-21,826905.06,2023-08-05,848917.83,137
86,126167,Townhouse,Metro Vancouver,2020-10-31,956103.05,2021-02-02,964539.4,94
87,126559,Condo,Capital,2026-02-11,405389.03,2026-04-20,406668.22,68
88,127004,Single Family Dwelling,Capital,2024-01-07,887995.27,2024-04-10,906451.5,94
89,127126,Single Family Dwelling,Metro Vancouver,2028-10-27,3166271.7,2029-02-21,3229826.74,117
90,127147,Single Family Dwelling,Cappital,2026-12-29,1136606.91,2027-01-12,1138604.75,14
91,127228,Townhouse,Metro Vancouver,2027-11-11,2854515.05,2027-12-05,2866653.16,24
92,127326,Townhouse,Metro Vancouver,2027-10-29,1842866.25,2027-12-27,1853582.01,59
93,128246,Condo,Capital,2028-07-29,790024.39,2028-10-26,799784.71,89
94,128330,Condo,Capital,2028-01-04,785211.65,2028-05-25,795433.71,142
95,128469,Condo,Metro Vancouver,2026-11-15,1269914.38,2026-11-18,1270206.14,3
96,128762,Single Family Dwelling,Nanaimo,2028-10-29,977014.24,2029-03-19,1005640.53,141
97,129508,Townhouse,Metro Vancouver,2029-06-25,1979664.26,2029-10-16,2014995.06,113
98,129517,Condo,Thompson-Nicola,2024-12-04,1032836.4,2025-03-15,1044787.23,101
99,129888,Condo,Fraser Valley,2028-01-20,882411.97,2028-06-09,907835.25,141
100,130032,Single Family Dwelling,Metro Vancouver,2027-01-12,1766954.54,2027-02-21,1781164.99,40
101,131337,Condo,Metro Vancouver,2028-09-30,575370.91,2029-01-28,585000.09,120
102,131973,Townhouse,Metro Vancouver,2028-03-28,1918711.4,2028-08-11,1962083.03,136
103,132227,Townhouse,Central Okanagan,2028-02-22,1377124.51,2028-05-06,1389439.31,74
104,132797,Townhouse,Metro Vancouver,2023-05-03,1067702.67,2023-09-27,1084590.37,147
105,133035,Condo,Metro Vancouver,2026-11-26,1207579.76,2027-05-17,1227966.43,172
106,133183,Townhouse,Metro Vancouver,2024-01-03,1397388.94,2024-02-23,1409430.65,51
107,133723,Condo,Thompson-Nicola,2028-11-07,1260709.24,2029-03-17,1290865.96,130
108,134144,Townhouse,Capital,2029-02-16,1903434.11,2029-04-21,1930788.28,64
109,134259,Townhouse,Metro Vancouver,2024-04-15,1432973.04,2024-07-10,1446391.98,86
110,135064,Condo,Metro Vancouver,2029-08-17,2342385.3,2029-09-20,2360366.3,34
111,135295,Single Family Dwelling,Capital,2025-01-04,1468137.94,2025-05-20,1500932.32,136
112,135327,Condo,Capital,2029-08-03,1283040.44,2029-09-28,1298994.09,56
113,135345,Single Family Dwelling,Metro Vancouver,2027-11-14,1867571.63,2027-12-29,1873980.6,45
114,135807,Townhouse,Metro Vancouver,2021-12-11,814957.29,2022-01-21,822089.41,41
115,135860,Condo,Thompson-Nicola,2027-12-14,666735.74,2028-04-19,680693.84,127
116,136824,Townhouse,Metro Vancouver,2026-09-08,1374728.55,2027-03-07,1419143.99,180
117,137278,Single Family Dwelling,Metro Vancouver,2020-03-18,758820.26,2020-04-22,764447.14,35
118,137794,Condo,Central Okanagan,2028-05-28,1046232.68,2028-08-13,1066418.72,77
119,137985,Condo,Metro Vancouver,2022-09-17,1320440.92,2022-10-22,1330966.37,35
120,138004,Townhouse,Metro Vancouver,2026-07-17,806507.07,2026-08-06,807554.42,20
121,138398,Condo,Metro Vancouver,2024-07-09,1254371.02,2024-08-01,1257810.99,23
122,138413,Condo,Metro Vancouver,2027-12-11,1787749.24,2028-02-29,1809657.47,80
123,138763,Townhorse,Metro Vancouver,2025-03-09,1674999.2,2025-08-20,1731143.68,164
124,139804,Condo,Central Okanagan,2026-10-19,987044.88,2027-04-05,1001106.37,168
125,140140,Single Family Dwelling,Capital,2027-06-13,2189374.11,2027-10-16,2259769.04,125
126,140244,Condo,Metro Vancouver,2026-06-17,1320647.43,2026-12-03,1358554.07,169
127,141276,Condo,Metro Vancouver,2025-05-10,1105678.47,2025-09-09,1138396.56,122
128,141577,Townhouse,Metro Vancouver,2029-05-04,1743750.97,2029-06-18,1755336.59,45
129,141646,Condo,Nanaimo,2029-03-31,981437.73,2029-07-05,996125.45,96
130,142096,Single Family Dwelling,Metro Vancouver,2020-12-25,838338.97,2021-02-14,842720.78,51
131,142165,Single Family Dwelling,Metro Vancouver,2029-01-11,1595142.75,2029-01-25,1597816.4,14
132,142306,Condo,Nanaimo,2027-08-03,657719.37,2027-10-20,663060.01,78
133,143451,Townhouse,Metro Vancouver,2022-02-08,1002945.35,2022-06-12,1017483.72,124
134,143630,Single Family Dwelling,Metro Vancouver,2026-07-26,2594184.89,2026-09-06,2618045.5,42
135,143908,Condo,Capital,2024-04-06,1162545.5,2024-06-28,1175172.4,83
136,144181,Condo,Fraser Valley,2025-10-15,712605.39,2026-04-02,723025.11,169
137,144438,Townhouse,Metro Vancouver,2025-06-07,1621585.73,2025-08-29,1632568.83,83
138,144510,Condo,Nanaimo,2024-07-31,1074033.34,2024-12-16,1093784.29,138
139,144689,Townhouse,Capital,2022-09-10,1170547.55,2022-11-01,1177839.43,52
140,144840,Condo,Metro Vancouver,2028-04-02,1724650.37,2028-07-14,1750665.04,103
141,144848,Condo,Central Okanagan,2027-02-14,793935.03,2027-07-24,808847.09,160
142,146294,Townhouse,Metro Vancouver,2026-05-09,1825886.66,2026-06-25,1839430.01,47
143,146800,Townhouse,Metro Vancouver,2023-10-17,1510081.76,2023-10-28,1513264.06,11
144,146868,Condo,Metro Vancouver,2028-10-16,719002.77,2029-03-07,728326.67,142
145,146912,Condo,Fraser Valley,2022-03-16,753122.12,2022-04-09,755674.25,24
146,147000,Townhouse,Capital,2027-03-19,1719520.54,2027-06-22,1741869.78,95
147,148118,Condo,Metro Vancouver,2028-12-20,1609711.72,2029-03-24,1636220.13,94
148,148604,Single Family Dwelling,Metro Vancouver,2021-02-26,1906929.49,2021-07-05,1963677.69,129
149,148934,Single Family Dwelling,Metro Vancouver,2029-05-07,1929991.84,2029-09-20,1965577.17,136
150,149045,Townhouse,Metro Vancouver,2027-08-31,1806169.48,2027-10-12,1822435.19,42
151,149351,Single Family Dwelling,Metro Vancouver,2025-11-11,1975082.76,2026-03-30,2013629.51,139
152,149535,Townhouse,Capital,2026-05-26,1458756.78,2026-09-21,1503206.41,118
153,149722,Condo,Metro Vancouver,2027-03-13,1377376.73,2027-06-28,1402550.01,107
154,149726,Condo,Metro Vancouver,2028-06-09,673607.08,2028-10-13,685429.58,126
155,150267,Condo,Nanaimo,2023-06-23,529482.14,2023-07-20,531726.91,27
156,150511,Condo,Capital,2026-10-28,742971.3,2026-11-06,744476.45,9
157,150793,Condo,Metro Vancouver,2026-05-18,1535762.03,2026-07-06,1552451.09,49
158,150803,Townhouse,Nanaimo,2028-07-06,635399.0,2028-07-27,636059.69,21
159,151208,Condo,Thompson-Nicola,2026-07-16,694218.33,2026-11-12,705378.01,119
160,151753,Townhouse,Capital,2028-08-08,1524116.18,2029-01-05,1555827.55,150
161,152875,Single Family Dwelling,Capital,2029-03-08,1675220.01,2029-04-10,1686553.88,33
162,153222,Condo,Metro Vancouver,2029-11-09,1065420.84,2029-12-12,1072135.07,33
163,153385,Condo,Metro Vancouver,2027-10-07,1441701.36,2027-12-01,1454092.25,55
164,153385,Condo,Metro Vancouver,2027-10-07,1441701.36,2028-01-02,1461350.44,87
165,153385,Condo,Metro Vancouver,2027-12-01,1454092.25,2028-01-02,1461350.44,32
166,154111,Condo,Capital,2029-04-19,1192604.7,2029-07-10,1209047.08,82
167,154260,Condo,Metro Vancouver,2020-08-22,730497.85,2020-11-15,733143.89,85
168,154492,Single Family Dwelling,Capital,2023-03-04,1027547.25,2023-05-14,1036610.07,71
169,155221,Townhouse,Cappital,2028-11-23,1315585.23,2029-01-09,1331767.25,47
170,155242,Single Family Dwelling,Metro Vancouver,2023-11-17,1369694.38,2024-04-06,1413917.43,141
171,156800,Condo,Metro Vancouver,2024-10-18,891072.75,2025-01-21,911999.37,95
172,157728,Townhouse,Thompson-Nicola,2028-10-15,967403.89,2029-01-04,976085.4,81
173,157789,Single Family Dwelling,Nanaimo,2028-04-24,844686.61,2028-08-20,868553.25,118
174,158130,Condo,Metro Vancouver,2028-05-17,1429266.85,2028-05-19,1429814.99,2
175,158776,Single Family Dwelling,Metro Vancouver,2028-02-13,1474513.54,2028-06-11,1496434.61,119
176,158807,Condo,Metro Vancouver,2028-07-01,1049429.4,2028-12-15,1085396.48,167
177,159448,Single Family Dwelling,Capital,2029-05-12,2254257.52,2029-06-08,2265235.53,27
178,159606,Single Family Dwelling,Metro Vancouver,2028-08-11,1620891.15,2028-11-04,1638508.2,85
179,161478,Condo,Capital,2021-04-01,582924.11,2021-04-12,583380.14,11
180,161565,Condo,Thompson-Nicola,2029-08-07,1287533.25,2029-09-22,1299420.96,46
181,161574,Condo,Metro Vancouver,2026-11-06,1365546.07,2027-04-24,1402578.78,169
182,161902,Condo,Fraser Valley,2028-05-01,1246968.9,2028-05-27,1252866.53,26
183,161972,Townhouse,Metro Vancouver,2021-03-08,1333182.3,2021-04-29,1346182.39,52
184,162236,Single Family Dwelling,Metro Vancouver,2026-05-02,1764977.89,2026-09-29,1808555.2,150
185,162291,Condo,Capital,2022-08-07,1188706.42,2022-09-28,1201789.87,52
186,162517,Condo,Metro Vancouver,2029-06-06,1108229.14,2029-09-13,1124439.5,99
187,162628,Single Family Dwelling,Central Okanagan,2023-10-30,673953.96,2023-11-16,675556.34,17
188,163033,Single Family Dwelling,Metro Vancouver,2028-07-03,2387231.15,2028-10-05,2429780.9,94
189,163725,Condo,Metro Vancouver,2029-07-09,2207160.33,2029-08-20,2228798.73,42
190,163844,Townhouse,Metro Vancouver,2028-09-24,1766100.1,2028-10-04,1768964.2,10
191,164204,Condo,Metro Vancouver,2023-03-02,1193124.24,2023-07-04,1220023.02,124
192,164509,Townhouse,Thompson-Nicola,2028-06-28,924395.22,2028-10-16,939737.45,110
193,164565,Condo,Metro Vancouver,2028-01-24,905103.43,2028-05-17,913826.08,114
194,165088,Condo,Thompson-Nicola,2023-04-29,363926.99,2023-05-12,364431.89,13
195,165217,Condo,Metro Vancouver,2025-04-26,1215723.24,2025-04-27,1215953.4,1
196,165755,Condo,Metro Vancouver,2025-01-11,1471561.47,2025-04-02,1494946.85,81
197,166013,Single Family Dwelling,Metro Vancouver,2022-04-10,1330898.58,2022-04-11,1331093.35,1
198,166390,Single Family Dwelling,Metro Vancouver,2029-04-03,1644918.64,2029-05-27,1657488.92,54
199,166653,Single Family Dwelling,Capital,2028-04-23,1551740.48,2028-06-19,1566219.99,57
200,166753,Condo,Metro Vancouver,2028-04-26,857556.74,2028-05-28,861260.61,32
201,167842,Townhouse,Metro Vancouver,2027-06-09,1506777.81,2027-11-07,1550458.95,151
202,168452,Townhouse,Metro Vancouver,2029-09-09,2378710.54,2029-09-28,2386838.2,19
203,168608,Single Family Dwelling,Metro Vancouver,2026-02-06,1922816.26,2026-02-16,1924787.23,10
204,168630,Condo,Nanaimo,2028-02-12,919941.04,2028-04-03,931899.08,51
205,168759,Condo,Capital,2022-07-26,590473.68,2023-01-06,613021.09,164
206,169096,Single Family Dwelling,Nanaimo,2025-08-24,1158040.75,2025-09-28,1165484.59,35
207,169647,Single Family Dwelling,Fraser Valley,2025-08-26,554133.18,2026-01-21,566372.94,148
208,169688,Condo,Capital,2027-05-13,1265541.69,2027-07-24,1285705.04,72
209,169998,Single Family Dwelling,Thompson-Nicola,2027-07-03,927579.21,2027-12-06,939997.97,156
210,170390,Condo,Fraser Valley,2023-02-09,595619.46,2023-04-01,599557.26,51
211,170479,Condo,Capital,2025-10-20,1021732.37,2025-11-23,1027801.35,34
212,170930,Townhouse,Capital,2028-06-16,1899906.58,2028-10-30,1950285.25,136
213,171161,Single Family Dwelling,Metro Vancouver,2026-12-06,1117777.45,2027-03-15,1133664.52,99
214,171172,Townhorse,Metro Vancouver,2029-03-22,2853116.79,2029-05-31,2901015.42,70
215,171916,Condo,Nanaimo,2029-08-11,1202655.0,2029-10-14,1216976.62,64
216,171971,Single Family Dwelling,Metro Vancouver,2029-05-07,2977343.34,2029-07-02,3012178.96,56
217,174079,Townhouse,Central Okanagan,2029-02-19,1525340.72,2029-05-01,1544984.8,71
218,176578,Condo,Metro Vancouver,2027-04-24,1156782.26,2027-08-11,1180494.06,109
219,176599,Condo,Metro Vancouver,2021-07-10,624587.97,2021-09-14,629656.45,66
220,177452,Townhouse,Central Okanagan,2028-10-15,743199.19,2028-12-01,749220.88,47
221,177511,Condo,Metro Vancouver,2028-07-08,1390988.01,2028-09-29,1410866.84,83
222,178136,Condo,Metro Vancouver,2029-06-21,1104319.88,2029-08-01,1110248.6,41
223,178690,Single Family Dwelling,Metro Vancouver,2029-03-15,1904780.92,2029-05-28,1920861.55,74
224,178900,Townhorse,Metro Vancouver,2025-06-14,2035874.17,2025-10-12,2092225.01,120
225,178922,Condo,Central Okanagan,2025-11-13,621764.49,2026-02-11,629155.62,90
226,178982,Townhouse,Metro Vancouver,2029-03-07,1416278.61,2029-04-17,1420260.72,41
227,179171,Condo,Nanaimo,2029-04-01,1170866.23,2029-04-08,1172327.94,7
228,179304,Townhouse,Capital,2024-02-14,1064343.47,2024-07-20,1100302.76,157
229,179977,Townhouse,Metro Vancouver,2022-03-08,1088574.63,2022-08-21,1115032.33,166
230,180761,Single Family Dwelling,Cappital,2022-09-06,696359.52,2022-09-16,697524.81,10
231,180982,Single Family Dwelling,Capital,2026-04-15,1840927.54,2026-04-22,1842919.55,7
232,181169,Single Family Dwelling,Metro Vancouver,2028-12-15,2469028.33,2029-05-12,2542048.9,148
233,182186,Townhorse,Nanaimo,2029-07-09,1173394.76,2029-08-28,1181748.98,50
234,182259,Townhouse,Nanaimo,2028-07-29,1271474.18,2028-09-02,1279330.67,35
235,182440,Condo,Metro Vancouver,2020-02-10,728049.63,2020-05-28,744331.01,108
236,182954,Single Family Dwelling,Central Okanagan,2027-05-14,1041030.14,2027-06-06,1047440.82,23
237,183210,Condo,Fraser Valley,2027-05-09,595767.89,2027-10-18,613623.62,162
238,183262,Condo,Capital,2020-12-01,521406.95,2021-04-11,528653.06,131
239,184344,Condo,Thompson-Nicola,2029-01-31,1270817.66,2029-04-26,1289102.36,85
240,184556,Single Family Dwelling,Fraser Valley,2027-02-20,1211635.34,2027-08-09,1241248.18,170
241,184627,Condo,Metro Vancouver,2025-02-27,1153648.3,2025-06-04,1175654.76,97
242,184720,Townhouse,Central Okanagan,2028-07-22,583935.93,2028-10-03,588525.49,73
243,185044,Townhouse,Metro Vancouver,2029-03-07,1419001.34,2029-07-17,1437615.88,132
244,185759,Condo,Metro Vancouver,2026-10-01,2007095.38,2026-10-12,2011141.19,11
245,186140,Condo,Fraser Valley,2026-04-07,878042.36,2026-05-18,884603.63,41
246,187091,Single Family Dwelling,Metro Vancouver,2021-12-14,1523084.99,2022-05-22,1564753.47,159
247,187096,Condo,Nanaimo,2029-09-26,1068422.99,2029-10-14,1070441.36,18
248,187341,Townhouse,Metro Vancouver,2026-04-09,1152789.34,2026-05-05,1159697.62,26
249,187493,Townhouse,Fraser Valley,2028-01-09,499780.06,2028-02-26,504823.64,48
250,187837,Condo,Thompson-Nicola,2027-06-28,1277869.47,2027-07-12,1282307.39,14
251,187902,Townhouse,Metro Vancouver,2027-02-20,2303053.99,2027-06-14,2367289.03,114
252,188492,Townhouse,Fraser Valley,2026-12-10,808663.79,2027-06-08,842601.11,180
253,188927,Single Family Dwelling,Capital,2023-11-18,1198707.38,2023-12-24,1209115.31,36
254,189112,Single Family Dwelling,Nanaimo,2029-08-29,975704.93,2029-10-31,982203.15,63
255,189760,Condo,Thompson-Nicola,2025-10-20,713936.03,2026-01-03,720907.87,75
256,189902,Condo,Metro Vancouver,2021-07-13,990098.06,2021-10-09,999090.61,88
257,190133,Condo,Metro Vancouver,2029-06-13,1071350.74,2029-11-01,1094232.84,141
258,190367,Single Family Dwelling,Fraser Valley,2027-12-16,1766378.92,2028-01-22,1782055.33,37
259,190379,Single Family Dwelling,Fraser Valley,2024-02-03,892463.0,2024-06-11,908353.16,129
260,190519,Single Family Dwelling,Metro Vancouver,2023-02-20,1216583.52,2023-03-29,1230230.54,37
261,190549,Single Family Dwelling,Thompson-Nicola,2024-11-12,1197836.71,2025-03-02,1214279.57,110
262,190982,Townhouse,Fraser Valley,2024-07-31,910597.82,2025-01-13,933861.98,166
263,191008,Townhouse,Metro Vancouver,2020-07-13,1116353.59,2021-01-09,1143130.76,180
264,191110,Condo,Capital,2026-08-11,1608009.61,2026-09-01,1617527.92,21
265,191213,Townhouse,Metro Vancouver,2027-03-13,1666741.28,2027-07-01,1679842.12,110
266,191476,Single Family Dwelling,Metro Vancouver,2027-04-13,1926181.45,2027-10-10,1973515.29,180
267,192218,Condo,Metro Vancouver,2024-10-31,1446487.47,2025-04-15,1480026.35,166
268,192584,Single Family Dwelling,Thompson-Nicola,2027-07-01,1202962.18,2027-10-25,1218775.69,116
269,192857,Condo,Metro Vancouver,2028-05-18,1170461.95,2028-09-01,1188037.8,106
270,192944,Townhouse,Metro Vancouver,2029-05-12,1782710.49,2029-09-05,1814616.99,116
271,193053,Townhouse,Metro Vancouver,2028-09-10,1177130.06,2028-12-29,1198446.9,110
272,193124,Single Family Dwelling,Metro Vancouver,2026-05-21,2254849.84,2026-09-23,2301921.28,125
273,193189,Townhouse,Nanaimo,2021-07-28,641947.73,2021-10-03,649579.45,67
274,193644,Condo,Thompson-Nicola,2024-04-19,560444.5,2024-05-06,560316.42,17
275,193837,Townhouse,Fraser Valley,2029-09-19,1644513.39,2029-12-10,1675641.39,82
276,194092,Condo,Capital,2023-10-25,983031.29,2024-03-08,1007883.86,135
277,194209,Townhouse,Metro Vancouver,2025-01-09,981223.22,2025-05-15,1001768.42,126
278,194251,Condo,Metro Vancouver,2025-01-05,1262396.88,2025-02-03,1268235.33,29
279,194287,Townhouse,Metro Vancouver,2020-11-09,969879.3,2021-03-01,984658.83,112
280,194437,Single Family Dwelling,Metro Vancouver,2024-08-28,1634424.31,2025-01-22,1665591.85,147
281,194974,Condo,Metro Vancouver,2028-01-24,1622236.28,2028-05-03,1640860.99,100
282,195148,Single Family Dwelling,Central Okanagan,2029-07-07,1472261.39,2029-07-07,1472261.39,0
283,195417,Townhouse,Capital,2026-02-09,1236482.51,2026-03-30,1247999.66,49
284,195538,Single Family Dwelling,Capital,2029-08-17,1071772.89,2029-11-20,1073247.58,95
285,196044,Single Family Dwelling,Metro Vancouver,2023-08-22,1919130.28,2024-01-28,1993448.27,159
286,196063,Single Family Dwelling,Metro Vancouver,2029-04-24,1436899.18,2029-09-04,1449304.76,133
287,196482,Condo,Capital,2020-04-20,968619.63,2020-06-27,977028.46,68
288,196550,Condo,Central Okanagan,2025-04-14,591142.58,2025-07-30,594356.73,107
289,196641,Townhouse,Capital,2025-02-21,1388895.57,2025-05-09,1402944.16,77
290,196791,Townhouse,Metro Vancouver,2029-01-15,1878899.81,2029-07-02,1905782.39,168
291,197981,Condo,Metro Vancouver,2029-09-23,1320154.22,2029-10-20,1323914.62,27
292,198125,Condo,Nanaimo,2025-03-01,801762.03,2025-08-14,817523.26,166
293,198464,Single Family Dwelling,Nanaimo,2029-11-24,1593855.88,2029-11-26,1594264.94,2
294,198525,Condo,Central Okanagan,2025-04-08,929464.06,2025-04-12,930243.35,4
295,199064,Condo,Thompson-Nicola,2023-11-19,428125.71,2024-03-03,435355.4,105
296,199565,Single Family Dwelling,Nanaimo,2026-10-12,1086022.0,2026-10-29,1089233.48,17
297,199605,Single Family Dwelling,Metro Vancouver,2024-03-21,1185690.62,2024-08-20,1195539.33,152
298,199980,Condo,Nanaimo,2028-12-30,1441344.47,2029-06-05,1493760.02,157
